time,amplitude
0.0,-0.6815419519264029
0.001,2.1267677536030303
0.002,1.24216184691581
0.003,0.3542193658692073
0.004,2.5299241682634115
0.005,0.21733379613859247
0.006,-1.6275602794182236
0.007,0.045225779378389674
0.008,-0.10995978042042176
0.009000000000000001,-0.8403824654638812
0.01,1.7041416815703916
0.011,1.751394503671796
0.012,-0.32041600732378944
0.013000000000000001,-1.4111396128897737
0.014,-1.2569344532589337
0.015,-1.865905185409129
0.016,-2.679230462296217
0.017,-0.6869800456712605
0.018000000000000002,1.9713641945284555
0.019,0.3375225114816134
0.02,0.17141954988899422
0.021,0.18489105436483222
0.022,-0.699727274090163
0.023,-1.185316706790182
0.024,2.3991244708680433
0.025,0.7361543498262795
0.026000000000000002,0.3089121740047243
0.027,2.2647820108536276
0.028,1.7916290311699878
0.029,-1.1886277488005756
0.03,-0.5350947610097617
0.031,0.4400132082805922
0.032,-1.9286936144097906
0.033,-2.2697483369723805
0.034,-0.190105691172536
0.035,-0.3615884429220042
0.036000000000000004,-1.4585788346668067
0.037,0.1740583050597271
0.038,0.3775333828796197
0.039,-3.3803324640976076
0.04,-1.0846251463978827
0.041,1.4202807989426705
0.042,-0.028905078378077098
0.043000000000000003,1.2193925643363852
0.044,3.3450381701907896
0.045,1.2398651298099852
0.046,-0.2752754260381768
0.047,0.3787208229013361
0.048,-0.42125847253231075
0.049,-1.033076932233033
0.05,-0.33237755642189964
0.051000000000000004,2.0041520768791514
0.052000000000000005,0.46922083813320636
0.053,-0.5279863555900366
0.054,-0.8000041125554164
0.055,-2.5682041321824975
0.056,-2.9603906083075797
0.057,-1.5304108811543935
0.058,0.28515355672927967
0.059000000000000004,-1.1095682470760004
0.06,0.6877980533827686
0.061,1.8625442570735922
0.062,0.6583785994363762
0.063,-1.082262146279391
0.064,0.5553669376292492
0.065,0.01397692936968848
0.066,-0.746816820774476
0.067,1.2905887924355515
0.068,2.033369398635936
0.069,0.5796491241961373
0.07,0.7874688151101373
0.07100000000000001,0.8914745462917877
0.07200000000000001,-0.8121264047889285
0.073,-2.7738758524166487
0.074,-0.5752648962783857
0.075,-1.507694974093075
0.076,-2.2456937531284513
0.077,0.7992825756978301
0.078,0.1340740836883687
0.079,-1.5595843866333772
0.08,0.2576917263607905
0.081,0.5493225254372702
0.082,-1.4511507893930249
0.083,1.0842592942075178
0.084,2.576567012765128
0.085,1.411626088402879
0.08600000000000001,0.5052978594035822
0.08700000000000001,0.9872942778479719
0.088,1.9419522754958383
0.089,-2.4710794750864733
0.09,-1.2024789976844983
0.091,-0.13945017338860716
0.092,-1.1150651729920047
0.093,0.20963673924884607
0.094,0.5486353041224137
0.095,-0.3081751324922272
0.096,-2.4262198981856287
0.097,-1.065631980496601
0.098,-1.294822680679228
0.099,-2.4129754542593735
0.1,-0.33429739412682075
0.101,2.3532287148824644
0.10200000000000001,0.8345589107140913
0.10300000000000001,0.78447773208225
0.10400000000000001,2.136961272651601
0.105,0.8566250967521967
0.106,-0.9047122872790587
0.107,0.7404119158393928
0.108,1.0887404023170044
0.109,-0.07610432720190745
0.11,1.2522840898916836
0.111,1.7984706459595312
0.112,-0.0015306854259709013
0.113,-1.8389957358386435
0.114,-0.9139645474191119
0.115,-3.228143073361723
0.116,-2.453019742883029
0.117,-0.13429898634583395
0.11800000000000001,1.1190911804315824
0.11900000000000001,-0.6790615922822154
0.12,0.6131013536217328
0.121,1.4183367283577333
0.122,-0.7114851054430607
0.123,-0.5689890562155657
0.124,1.3649713001899975
0.125,1.108557154230197
0.126,0.5511037028798644
0.127,1.7872600103530094
0.128,2.0357504841234144
0.129,-0.9104146020614616
0.13,-1.454682338957286
0.131,-0.40158997803882807
0.132,-1.661327035674495
0.133,-1.965462107959181
0.134,-0.6831281345275781
0.135,0.0702318624896851
0.136,-0.7021800383639956
0.137,0.26824488543168157
0.138,-0.69765472157552
0.139,-2.488492138916768
0.14,-0.5261416671946095
0.14100000000000001,0.8281088151580951
0.14200000000000002,0.3979835322787538
0.14300000000000002,1.1302977945060784
0.14400000000000002,2.943414352886116
0.145,1.1338234247951302
0.146,0.06339313577921377
0.147,0.03827821053555802
0.148,0.4183954981157145
0.149,-1.0457654002176233
0.15,0.8620056731404759
0.151,1.4252333671192912
0.152,-0.889110854349136
0.153,-0.8616895278652421
0.154,0.11530816822395423
0.155,-1.1677958264929704
0.156,-2.924945082320566
0.157,-0.18671418264908557
0.158,0.1500427758363559
0.159,-0.7403927272706464
0.16,0.6977779418069071
0.161,2.0034661326472523
0.162,-0.2816537131878948
0.163,0.0683383506491777
0.164,1.2867106654896174
0.165,0.6627641332211478
0.166,-0.08173474724112284
0.167,1.4324775358844966
0.168,1.0871171733240224
0.169,0.16583215092700093
0.17,0.42395038857698863
0.171,1.164805329949421
0.17200000000000001,-2.0947822130483362
0.17300000000000001,-2.439476934902552
0.17400000000000002,-1.099607560297152
0.17500000000000002,-1.2302558190499733
0.176,-0.9535648273836637
0.177,0.5245529106350838
0.178,0.9451723824478414
0.179,-2.1116463461959785
0.18,-1.137636107755698
0.181,0.9610896592771616
0.182,-0.7966957988422021
0.183,-0.7078443568761321
0.184,2.336936684805
0.185,1.0514043189499809
0.186,0.7417633130342589
0.187,2.2395979524438046
0.188,0.22868392719615405
0.189,-1.30224857714563
0.19,-0.8074235855387968
0.191,0.7530346581507518
0.192,-0.051654613321080456
0.193,-0.42792145109748064
0.194,1.0476258119769772
0.195,-0.20622614528558064
0.196,-2.459330375673404
0.197,-1.5543165716220382
0.198,-1.0685833226171124
0.199,-1.4998317923033433
0.2,-0.554890126025074
0.201,1.8862158401153168
0.202,1.8784907824307393
0.203,2.0202330891147824
0.20400000000000001,1.776998791867915
0.20500000000000002,0.005946052794691681
0.20600000000000002,-0.49606198830335047
0.20700000000000002,0.21957447465254598
0.20800000000000002,0.2662826993821549
0.209,-0.6285703834188189
0.21,0.3713575086440164
0.211,1.6924673491198567
0.212,-0.6195904665126681
0.213,-1.4609857184761266
0.214,-1.3289758121898139
0.215,-2.4274825625954115
0.216,-2.0340637797862824
0.217,-0.3416735440167241
0.218,0.5712952056380064
0.219,-1.9942877406764072
0.22,0.46087279875358955
0.221,0.10091946036995791
0.222,-0.6209371164457447
0.223,-0.4938013229596698
0.224,0.8231064161477495
0.225,1.221352026653927
0.226,0.7930919350311878
0.227,2.4603556843792886
0.228,1.4885987991271197
0.229,-0.8442891775728507
0.23,-0.6854794027498208
0.231,-0.21553785633521175
0.232,-2.338338816358805
0.233,-1.9515823332475914
0.234,0.39321716463484474
0.23500000000000001,-0.21302493383885135
0.23600000000000002,-0.5220407919717622
0.23700000000000002,-0.04868634453185755
0.23800000000000002,-0.7269136972135661
0.23900000000000002,-2.720807819620971
0.24,-0.14555232916921512
0.241,1.2207586161256154
0.242,0.04111822652823033
0.243,2.0334162740036703
0.244,3.2649260940527594
0.245,1.893701128985942
0.246,0.0010374898262130172
0.247,0.7126619713076474
0.248,-0.04004389798107483
0.249,-0.8898113471334552
0.25,-0.7375775896383118
0.251,1.3843615930807363
0.252,-0.2000512222225585
0.253,-0.7267366893933884
0.254,0.32200593654869764
0.255,-2.6554564245341323
0.256,-2.9447478855473563
0.257,-0.7321796872603907
0.258,-0.775096412283074
0.259,-0.9044284230328231
0.26,0.5245470643372323
0.261,2.6010701186074145
0.262,0.09056123793922577
0.263,-0.05855244397778678
0.264,1.436129364329287
0.265,-0.07700626995565825
0.266,-0.3503322652246201
0.267,1.7911341283345508
0.268,0.9738589067950174
0.269,0.5140094720155168
0.27,0.9035245768671779
0.271,0.090950161535434
0.272,-1.5485268031031616
0.273,-2.4258685643179
0.274,-1.3737776370874577
0.275,-0.7429101663234684
0.276,-1.9249320278543773
0.277,1.8700221195193647
0.278,0.03474385937611846
0.279,-1.1885581990645537
0.28,-0.767183367238786
0.281,0.1688570221950884
0.28200000000000003,-0.937091510633778
0.28300000000000003,0.25763378630133277
0.28400000000000003,2.492544353530001
0.28500000000000003,1.3942447560802718
0.28600000000000003,0.11325815993188715
0.28700000000000003,2.153120238443188
0.28800000000000003,1.1207088638726033
0.289,-0.4472004943413119
0.29,-0.2717021594083481
0.291,1.1125668800732442
0.292,-1.6803854457241538
0.293,-0.6203054539854254
0.294,1.4502657390174445
0.295,-1.5029159871728353
0.296,-1.7632302023104005
0.297,-1.431591330435218
0.298,-0.5156378041768677
0.299,-2.491253365237781
0.3,0.17463868869558308
0.301,2.1789606155653733
0.302,1.7633718491873998
0.303,0.3277991800757444
0.304,1.931931813565297
0.305,-0.354073686384229
0.306,-1.9134410976772283
0.307,0.9728655838224651
0.308,1.6726091650238235
0.309,-0.3379649889233195
0.31,0.5938521104994208
0.311,0.40685893044429
0.312,0.3224857736310198
0.313,-2.0525560518201083
0.314,-0.7378452586508942
0.315,-1.192826915031952
0.316,-2.0520971767370857
0.317,-0.6487226766564088
0.318,0.1322342234543623
0.319,-0.0691904742620986
0.32,0.4906652480418393
0.321,1.4711315271015108
0.322,0.19105137099659586
0.323,-0.4645241150518058
0.324,0.6170787056897509
0.325,0.5473466062890784
0.326,1.0782651064403488
0.327,1.7746846609888474
0.328,1.2905159565653213
0.329,-0.9655948916557502
0.33,-0.7614058559667203
0.331,-0.9390328074925937
0.332,-1.430817767999663
0.333,-1.5569096162908624
0.334,1.4230507402192512
0.335,0.2880453229208252
0.336,-1.4915111970361217
0.337,0.2690630532020744
0.338,-0.16258915646067934
0.339,-3.2513834208868877
0.34,-0.32282485994356613
0.341,0.6775624474905229
0.342,0.44680615251348776
0.343,0.8917144872312645
0.34400000000000003,3.148516327902386
0.34500000000000003,1.4823563078433062
0.34600000000000003,-0.4045404611835649
0.34700000000000003,0.02164417740822988
0.34800000000000003,-0.10596820307444044
0.34900000000000003,-1.3259831384493213
0.35000000000000003,-0.22012566974755246
0.35100000000000003,1.4583805482144023
0.352,-1.08680757945295
0.353,-1.2504760179049614
0.354,-0.6525996522383523
0.355,-1.2754976771121216
0.356,-3.509890585051619
0.357,-0.6009252980478907
0.358,-0.25217151724322345
0.359,-0.5381754594055057
0.36,-0.2557682095560918
0.361,1.603651658128004
0.362,0.16405041151978966
0.363,0.1667167197883142
0.364,1.0063056014073126
0.365,-0.12408966759845605
0.366,-1.4873321728181748
0.367,2.0213234240217273
0.368,2.3069012086833003
0.369,-0.5403313681412536
0.37,1.1173561596837611
0.371,0.6397017949983875
0.372,-1.8356860654207654
0.373,-3.136082988604287
0.374,-1.119579618400229
0.375,-1.24503231718284
0.376,-1.2272974808681862
0.377,0.8694821543184298
0.378,-0.28052524290191483
0.379,-1.2574270434317576
0.38,-0.7628834864881974
0.381,0.6106846982899965
0.382,-2.1469425815341854
0.383,0.45834537992547003
0.384,2.687828222462804
0.385,1.9131099531898832
0.386,0.6218764602233146
0.387,1.7784273503284964
0.388,0.7598052055097974
0.389,-2.0026336948804966
0.39,-1.2398102080222348
0.391,0.12854443470186305
0.392,-0.30908237576186504
0.393,-1.1633600146394696
0.394,0.5197326591781993
0.395,0.10645871632245235
0.396,-2.5103792596974266
0.397,-0.7283438445294423
0.398,-0.43227738386497616
0.399,-2.4045625288700037
0.4,-1.2889541082733895
0.401,1.3215429867340944
0.402,0.8835943774032543
0.403,0.37129851100283184
0.404,2.1871639101882234
0.405,0.2934444723649077
0.406,-0.8776898783657403
0.40700000000000003,-0.27603121985537993
0.40800000000000003,0.6809833905215281
0.40900000000000003,-0.20122986382494096
0.41000000000000003,0.8238149294305046
0.41100000000000003,1.473360393949909
0.41200000000000003,-1.0469086941032726
0.41300000000000003,-2.5856344611267095
0.41400000000000003,-0.15901954899090165
0.41500000000000004,-2.4666075492177733
